# Games on the Super Game HDD that your server does not have, rated 80+.
# Rating is the one already in that drive's own gamelist.xml, not my opinion.
platform	game	rating	size_mb	source_folder	path_on_drive
amiga500	Marble Madness	80	0	amiga500	./roms/Marble Madness.zip
amiga500	Maupiti Island [EU]	80	1	amiga500	./roms/Maupiti Island [EU].zip
amiga500	Midnight Resistance	80	0	amiga500	./roms/Midnight Resistance.zip
amiga500	Might and Magic III : Isles of Terra	80	4	amiga500	./roms/Might and Magic III  Isles of Terra.zip
amiga500	Morph [EU]	80	1	amiga500	./roms/Morph [EU].zip
amiga500	Mr Blobby	80	1	amiga500	./roms/Mr Blobby.zip
amiga500	Neighbours	80	1	amiga500	./roms/Neighbours.zip
amiga500	Neuromancer	80	1	amiga500	./roms/Neuromancer.zip
amiga500	The New Zealand Story	80	0	amiga500	./roms/New Zealand Story, The.zip
amiga500	Nicky Boom	80	1	amiga500	./roms/Nicky Boom.zip
amiga500	Obitus	80	3	amiga500	./roms/Obitus.zip
amiga500	Oh No! More Lemmings	80	1	amiga500	./roms/Oh No! More Lemmings.zip
amiga500	Operation Thunderbolt	80	1	amiga500	./roms/Operation Thunderbolt.zip
amiga500	Paradroid 90	80	1	amiga500	./roms/Paradroid 90.zip
amiga500	Perihelion - The Prophecy	80	3	amiga500	./roms/Perihelion - The Prophecy.zip
amiga500	Phantasie III : The Wrath of Nikademus	80	0	amiga500	./roms/Phantasie III  the Wrath of Nikademus.zip
amiga500	Prehistorik	80	1	amiga500	./roms/Prehistorik.zip
amiga500	Putty	80	2	amiga500	./roms/Putty.zip
amiga500	Quadralien	80	0	amiga500	./roms/Quadralien.zip
amiga500	Rainbow Islands	80	0	amiga500	./roms/Rainbow Islands.zip
amiga500	Reunion	80	7	amiga500	./roms/Reunion.zip
amiga500	Rick Dangerous	80	0	amiga500	./roms/Rick Dangerous.zip
amiga500	Rock'n Roll	80	1	amiga500	./roms/Rock'n Roll.zip
amiga500	Ruffian	80	2	amiga500	./roms/Ruffian.zip
amiga500	SWIV	80	1	amiga500	./roms/S.W.I.V..zip
amiga500	Shadow Fighter [EU]	80	3	amiga500	./roms/Shadow Fighter [EU].zip
amiga500	Silent Service II	80	1	amiga500	./roms/Silent Service II.zip
amiga500	Skidmarks [EU]	80	3	amiga500	./roms/Skidmarks [EU].zip
amiga500	Super Cars	80	1	amiga500	./roms/Super Cars.zip
amiga500	Switchblade	80	0	amiga500	./roms/Switchblade.zip
amiga500	Syndicate	80	2	amiga500	./roms/Syndicate.zip
amiga500	Teenage Mutant Ninja Turtles	80	1	amiga500	./roms/Teenage Mutant Ninja Turtles.zip
amiga500	The Chaos Engine	80	2	amiga500	./roms/The Chaos Engine.zip
amiga500	The Great Giana Sisters	80	0	amiga500	./roms/The Great Giana Sisters.zip
amiga500	The Guild of Thieves	80	1	amiga500	./roms/The Guild of Thieves.zip
amiga500	The Incredible Crash Dummies	80	1	amiga500	./roms/The Incredible Crash Dummies.zip
amiga500	The Three Stooges	80	1	amiga500	./roms/The Three Stooges.zip
amiga500	Tommy Gun	80	1	amiga500	./roms/Tommy Gun.zip
amiga500	Top Gear 2	80	2	amiga500	./roms/Top Gear 2.zip
amiga500	Total Eclipse	80	0	amiga500	./roms/Total Eclipse.zip
amiga500	Transarctica	80	2	amiga500	./roms/Transarctica.zip
amiga500	Universe	80	5	amiga500	./roms/Universe.zip
amiga500	Western Games	80	1	amiga500	./roms/Western Games.zip
amiga500	Wings of Fury	80	0	amiga500	./roms/Wings of Fury.zip
amiga500	Wings	80	1	amiga500	./roms/Wings.zip
amiga500	Wolfchild	80	1	amiga500	./roms/Wolfchild.zip
amiga500	Alien Breed	80	2	amiga500	./roms/Alien Breed.zip
amiga500	ADS - Advanced Destroyer Simulator	80	0	amiga500	./roms/ADS - Advanced Destroyer Simulator.zip
amiga500	Alien Breed II : The Horror Continues	80	3	amiga500	./roms/Alien Breed II  The Horror Continues.zip
amiga500	Altered Beast	80	1	amiga500	./roms/Altered Beast.zip
amiga500	Arabian Nights	80	1	amiga500	./roms/Arabian Nights.zip
amiga500	Banshee	80	3	amiga500	./roms/Banshee.zip
amiga500	Bloodwych	80	0	amiga500	./roms/Bloodwych.zip
amiga500	Bobo	80	0	amiga500	./roms/Bobo.zip
amiga500	Castle of Dr. Brain	80	2	amiga500	./roms/Castle of Dr. Brain.zip
amiga500	Commando	80	0	amiga500	./roms/Commando.zip
amiga500	Crazy Cars 3 [EU]	80	1	amiga500	./roms/Crazy Cars 3 [EU].zip
amiga500	Cyberpunks	80	1	amiga500	./roms/Cyberpunks.zip
amiga500	D-Generation	80	1	amiga500	./roms/D-Generation.zip
amiga500	Double Dragon III : The Rosetta Stone	80	1	amiga500	./roms/Double Dragon III - The Rosetta Stone.zip
amiga500	Extase	80	1	amiga500	./roms/Extase.zip
amigacdtv	Defender Of The Crown (Europe)	80	206	amigacdtv	./roms/Defender of the Crown (Europe).zip
amstradcpc	Activator (E)	80	0	amstradcpc	./roms/Activator (E).zip
amstradcpc	Beach Volley (E)	80	0	amstradcpc	./roms/Beach Volley (E).zip
amstradcpc	Bivouac (E)	80	0	amstradcpc	./roms/Chamonix Challenge (E).zip
amstradcpc	Bloodwych (E)	80	0	amstradcpc	./roms/Bloodwych (E).zip
amstradcpc	Boulder Dash (E)	80	0	amstradcpc	./roms/Boulder Dash (E).zip
amstradcpc	Cauldron (E)	80	0	amstradcpc	./roms/Cauldron (E).zip
amstradcpc	Continental Circus (E)	80	0	amstradcpc	./roms/Continental Circus (E).zip
amstradcpc	Garfield - Big, Fat, Hairy Deal (E)	80	0	amstradcpc	./roms/Garfield - Big, Fat, Hairy Deal (E).zip
amstradcpc	Gunfright (E)	80	0	amstradcpc	./roms/Gunfright (E).zip
amstradcpc	Hyperbowl (E)	80	0	amstradcpc	./roms/Hyperbowl (E).zip
amstradcpc	Ikari Warriors (E)	80	0	amstradcpc	./roms/Ikari Warriors (E).zip
amstradcpc	Macrocosmica (E)	80	0	amstradcpc	./roms/Macrocosmica (E).zip
amstradcpc	Nether Earth (E)	80	0	amstradcpc	./roms/Nether Earth (E).zip
amstradcpc	New Zealand Story, The (E)	80	0	amstradcpc	./roms/New Zealand Story (E), The - Disk 1B.zip
amstradcpc	Nosferatu The Vampyre (E)	80	0	amstradcpc	./roms/Nosferatu the Vampyre (E).zip
amstradcpc	Oriental Games (E)	80	0	amstradcpc	./roms/Oriental Games (E) - Disk 1A.zip
amstradcpc	Prehistorik (E)	80	0	amstradcpc	./roms/Prehistorik (E).zip
amstradcpc	Prohibition (E,F,G,S)	80	0	amstradcpc	./roms/Prohibition (E,F,G,S) - Disk 1B.zip
amstradcpc	Puzznic (E)	80	0	amstradcpc	./roms/Puzznic (E).zip
amstradcpc	Robocop (E)	80	0	amstradcpc	./roms/Robocop (E).zip
amstradcpc	Simpsons - Bart Vs. The Space Mutants (E)	80	0	amstradcpc	./roms/Simpsons - Bart Vs the Space Mutants (E), The - Disk 1B.zip
amstradcpc	Smash T.v. (E)	80	0	amstradcpc	./roms/Smash TV (E).zip
amstradcpc	Solomon's Key (E)	80	0	amstradcpc	./roms/Solomon's Key (E).zip
amstradcpc	Sorcery (E)	80	0	amstradcpc	./roms/Sorcery + (E).zip
amstradcpc	Spindizzy (E)	80	0	amstradcpc	./roms/Spindizzy (E).zip
amstradcpc	Spitting Image (E)	80	0	amstradcpc	./roms/Spitting Image (E).zip
amstradcpc	Super Robin Hood (E)	80	0	amstradcpc	./roms/Super Robin Hood (E).zip
amstradcpc	Survivor (E)	80	0	amstradcpc	./roms/Survivor (E), The.zip
amstradcpc	War Machine (E)	80	0	amstradcpc	./roms/War Machine (E).zip
amstradcpc	Welltris (E)	80	0	amstradcpc	./roms/Welltris (E).zip
amstradcpc	Western Games (E)	80	0	amstradcpc	./roms/Western Games (E) - Disk 1B.zip
amstradcpc	Winter Games (E)	80	0	amstradcpc	./roms/Winter Games (E) - Disk 1B.zip
amstradcpc	Wizard's Lair (E)	80	0	amstradcpc	./roms/Wizard's Lair (E).zip
amstradcpc	Yogi's Great Escape (E)	80	0	amstradcpc	./roms/Yogi's Great Escape (E) - Side A.zip
amstradcpc	7 Card Stud (E)	80	0	amstradcpc	./roms/7 Card Stud (E).zip
atari2600	The Activision Decathlon (USA)	80	0	atari2600	./roms/Activision Decathlon, The (USA).zip
atari2600	Solaris (USA)	80	0	atari2600	./roms/Solaris (USA).zip
atari2600	Obélix (USA)	80	0	atari2600	./roms/Obelix (USA).zip
atari2600	Private Eye (USA)	80	0	atari2600	./roms/Private Eye (USA).zip
atari2600	River Raid (USA)	80	0	atari2600	./roms/River Raid (USA).zip
atari2600	Robot Tank (USA)	80	0	atari2600	./roms/Robot Tank (USA).zip
atari2600	Shuttle Orbiter (USA)	80	0	atari2600	./roms/Shuttle Orbiter (USA).zip
atari2600	Squish 'em (USA) (Unl)	80	0	atari2600	./roms/Squish 'Em (USA) (Unl).zip
atari2600	Strategy X (USA)	80	0	atari2600	./roms/Strategy X (USA).zip
atari2600	Tapper (USA)	80	0	atari2600	./roms/Tapper (USA).zip
atari2600	Atari Video Cube (USA)	80	0	atari2600	./roms/Atari Video Cube (USA).zip
atari2600	Beat 'Em & Eat 'Em (USA)	80	0	atari2600	./roms/Beat 'Em & Eat 'Em (USA).zip
atari2600	Chopper Command (USA)	80	0	atari2600	./roms/Chopper Command (USA).zip
atari2600	Crackpots (USA)	80	0	atari2600	./roms/Crackpots (USA).zip
atari2600	Custer's Revenge (USA)	80	0	atari2600	./roms/Custer's Revenge (USA).zip
atari2600	Dice Puzzle (Europe)	80	0	atari2600	./roms/Dice Puzzle (Europe).zip
atari2600	Fast Food (USA)	80	0	atari2600	./roms/Fast Food (USA).zip
atari2600	H.E.R.O. (USA)	80	0	atari2600	./roms/H.E.R.O. (USA).zip
atari2600	Keystone Kapers (USA)	80	0	atari2600	./roms/Keystone Kapers (USA).zip
atari2600	Millipede (USA)	80	0	atari2600	./roms/Millipede (USA).zip
atari2600	Montezuma's Revenge : Featuring Panama Joe (USA)	80	0	atari2600	./roms/Montezuma's Revenge - Featuring Panama Joe (USA).zip
atari2600	Plaque Attack (USA)	80	0	atari2600	./roms/Plaque Attack (USA).zip
atari2600	Quadrun (USA)	80	0	atari2600	./roms/Quadrun (USA).zip
atari2600	Ram It (USA)	80	0	atari2600	./roms/Ram It (USA).zip
atari2600	Revenge of the Beefsteak Tomatoes (USA)	80	0	atari2600	./roms/Revenge of the Beefsteak Tomatoes (USA).zip
atari2600	Seaquest (USA)	80	0	atari2600	./roms/Seaquest (USA).zip
atari2600	Secret Quest (USA)	80	0	atari2600	./roms/Secret Quest (USA).zip
atari2600	Tomcat : The F-14 Fighter Simulator (USA)	80	0	atari2600	./roms/Tomcat - The F-14 Fighter Simulator (USA).zip
atari2600	Vanguard (USA)	80	0	atari2600	./roms/Vanguard (USA).zip
atari2600	Ghost Manor (USA)	80	0	atari2600	./roms/Ghost Manor (USA).zip
atari2600	Jr. Pac-Man (USA)	80	0	atari2600	./roms/Jr. Pac-Man (USA).zip
atari2600	Pitfall! : Pitfall Harry's Jungle Adventure (USA)	80	0	atari2600	./roms/Pitfall! - Pitfall Harry's Jungle Adventure (USA).zip
atari5200	BerZerk (USA)	80	0	atari5200	./roms/BerZerk (USA).zip
atari5200	Castle Crisis (USA) (Unl)	80	0	atari5200	./roms/Castle Crisis (USA) (Unl).zip
atari5200	David Crane's Pitfall II - Lost Caverns (USA)	80	0	atari5200	./roms/David Crane's Pitfall II - Lost Caverns (USA).zip
atari5200	Defender (USA)	80	0	atari5200	./roms/Defender (USA).zip
atari5200	Galaxian (USA)	80	0	atari5200	./roms/Galaxian (USA).zip
atari5200	H.E.R.O. - Helicopter Emergency Rescue Operation (USA)	80	0	atari5200	./roms/H.E.R.O. (USA).zip
atari5200	Pac-Man (USA)	80	0	atari5200	./roms/Pac-Man (USA).zip
atari5200	Popeye (USA)	80	0	atari5200	./roms/Popeye (USA).zip
atari5200	Q*bert (USA)	80	0	atari5200	./roms/Q-bert (USA).zip
atari5200	Space Invaders (USA)	80	0	atari5200	./roms/Space Invaders (USA).zip
atari5200	Bounty Bob Strikes Back! (USA)	80	0	atari5200	./roms/Bounty Bob Strikes Back! (USA).zip
atari5200	Robotron 2084 (USA)	80	0	atari5200	./roms/Robotron 2084 (USA).zip
atari5200	Beamrider (USA)	80	0	atari5200	./roms/Beamrider (USA).zip
atari7800	Commando (USA)	80	0	atari7800	./roms/Commando (USA).7z
atari7800	Tower Toppler (USA)	80	0	atari7800	./roms/Tower Toppler (USA).7z
atari7800	Alien Brigade (USA)	80	0	atari7800	./roms/Alien Brigade (USA).7z
atari800	Laser Gates	80	0	atari800	./roms/Laser Gates.atr
atari800	Archon	80	0	atari800	./roms/Archon.atr
atari800	Astro-grover	80	0	atari800	./roms/Astro-grover.atr
atari800	Caverns Of Mars	80	0	atari800	./roms/Caverns Of Mars.atr
atari800	Crossfire	80	0	atari800	./roms/Crossfire.atr
atari800	Deluxe Invaders	80	0	atari800	./roms/Deluxe Invaders.atr
atari800	Journey To The Planets	80	0	atari800	./roms/Journey To The Planets.atr
atari800	Jumpman Junior	80	0	atari800	./roms/Jumpman Junior.atr
atari800	Necromancer	80	0	atari800	./roms/Necromancer.atr
atari800	Satan's Hollow	80	0	atari800	./roms/Satan's Hollow.atr
atari800	Shamus	80	0	atari800	./roms/Shamus.atr
atari800	Tapper	80	0	atari800	./roms/Tapper.atr
atari800	Turmoil	80	0	atari800	./roms/Turmoil.atr
atari800	Bc's Quest For Tires	80	0	atari800	./roms/Bc's Quest For Tires.atr
atari800	Demon Attack	80	0	atari800	./roms/Demon Attack.atr
atari800	Desmond's Dungeon	80	0	atari800	./roms/Desmond's Dungeon.atr
atari800	Fort Apocalypse	80	0	atari800	./roms/Fort Apocalypse.atr
atari800	Galactic Chase	80	0	atari800	./roms/Galactic Chase.atr
atari800	Hard Hat Mack	80	0	atari800	./roms/Hard Hat Mack.atr
atari800	Jawbreaker	80	0	atari800	./roms/Jawbreaker.atr
c64	3D Glooper (Europe)	80	0	c64	./roms/3-D Glooper (Europe).zip
c64	Adidas Championship Tie-Break (Europe)	80	0	c64	./roms/Adidas Championship Tie Break (Europe).zip
c64	Ankh (USA)	80	0	c64	./roms/Ankh (USA).zip
c64	Annals of Rome (Europe)	80	0	c64	./roms/Annals of Rome (Europe).zip
c64	Arcticfox (USA)	80	0	c64	./roms/Arcticfox (USA).zip
c64	Arkanoid (Europe)	80	0	c64	./roms/Arkanoid (Europe).zip
c64	Aztec Challenge (USA)	80	0	c64	./roms/Aztec Challenge (USA).zip
c64	Big Ben (Europe)	80	0	c64	./roms/Big Ben (Europe).zip
c64	The Blues Brothers (Europe)	80	0	c64	./roms/Blues Brothers, The (Europe).zip
c64	Bored Of The Rings (Europe)	80	0	c64	./roms/Bored of the Rings (Europe).zip
c64	Boulder Dash II : Rockford's Revenge (USA)	80	0	c64	./roms/Boulder Dash  II - Rockford's Revenge (USA).zip
c64	Boulder Dash 3 (USA)	80	0	c64	./roms/Boulder Dash  III (USA).zip
c64	Boulder Dash (USA)	80	0	c64	./roms/Boulder Dash (USA).zip
c64	Burger Chase (Europe)	80	0	c64	./roms/Burger Chase (Europe).zip
c64	Cavelon (Europe)	80	0	c64	./roms/Cavelon (Europe).zip
c64	The Chinese Juggler (Europe)	80	0	c64	./roms/Chinese Juggler, The (Europe).zip
c64	Choc A Bloc Charlie (Europe)	80	0	c64	./roms/Choc-a-Bloc Charlie (Europe).zip
c64	Cholo (Europe)	80	0	c64	./roms/Cholo (Europe).zip
c64	Chuckie Egg (Europe)	80	0	c64	./roms/Chuckie Egg (Europe).zip
c64	Commando (Europe)	80	0	c64	./roms/Commando (Europe).zip
c64	Crazy Kong (Europe)	80	0	c64	./roms/Crazy Kong 64 (Europe).zip
c64	Death Star (Europe)	80	0	c64	./roms/Death Star (Europe).zip
c64	Death Sword (USA)	80	0	c64	./roms/Death Sword (USA).zip
c64	Decathlon (USA)	80	0	c64	./roms/Decathlon (USA).zip
c64	Die Hard (Activision) (USA)	80	0	c64	./roms/Die Hard (Activision) (USA).zip
c64	Elite (Europe)	80	0	c64	./roms/Elite (Europe).zip
c64	F-15 Strike Eagle - International Edition (USA)	80	0	c64	./roms/F-15 Strike Eagle (USA).zip
c64	First Samurai (Europe)	80	0	c64	./roms/First Samurai (Europe).zip
c64	Fist + (Europe)	80	0	c64	./roms/Fist+ (Europe).zip
c64	Flimbo's Quest (Europe)	80	0	c64	./roms/Flimbo's Quest (Europe).zip
c64	Flunky (Europe)	80	0	c64	./roms/Flunky (Europe).zip
c64	Frogger 64 (Europe)	80	0	c64	./roms/Frogger 64 (Europe).zip
c64	Ghostbusters (USA)	80	0	c64	./roms/Ghostbusters (USA).zip
c64	Gremlins - The Adventure (USA)	80	0	c64	./roms/Gremlins - The Adventure (USA).zip
c64	Gryphon (Europe)	80	0	c64	./roms/Gryphon (Europe).zip
c64	Hard Hat Mack (USA)	80	0	c64	./roms/Hard Hat Mack (USA).zip
c64	Hardball (USA)	80	0	c64	./roms/HardBall! (USA).zip
c64	The Heroes of Karn (Europe)	80	0	c64	./roms/Heroes of Karn, The (Europe).zip
c64	The Hitchhiker's Guide to the Galaxy (Europe)	80	0	c64	./roms/Hitch Hiker's Guide to the Galaxy, The (Europe).zip
c64	Hostages (France)	80	0	c64	./roms/Hostages (France).zip
c64	Hyper Sports (Europe)	80	0	c64	./roms/Hyper Sports (Europe).zip
c64	I-Alien (Europe)	80	0	c64	./roms/I-Alien (Europe).zip
c64	Infidel (USA)	80	0	c64	./roms/Infidel (USA).zip
c64	Jumpman (USA)	80	0	c64	./roms/Jumpman (USA).zip
c64	Jumpman Junior (USA)	80	0	c64	./roms/Jumpman Junior (USA).zip
c64	Karateka (USA)	80	0	c64	./roms/Karateka (USA).zip
c64	Denaris (Europe)	80	0	c64	./roms/Katakis (Europe).zip
c64	King's Bounty (USA)	80	0	c64	./roms/King's Bounty (USA).zip
c64	The Way of the Exploding Fist (Europe)	80	0	c64	./roms/Kung-Fu - The Way of the Exploding Fist (Europe).zip
c64	Laser Squad (Europe)	80	0	c64	./roms/Laser Squad (Europe).zip
c64	Last Battle (Europe)	80	0	c64	./roms/Last Battle (Europe).zip
c64	Dizzy IV : Magicland Dizzy (Europe)	80	0	c64	./roms/Magicland Dizzy (Europe).zip
c64	Mayhem in Monsterland (Europe)	80	0	c64	./roms/Mayhem in Monsterland (Europe).zip
c64	Metro-Cross (Europe)	80	0	c64	./roms/Metro-Cross (Europe).zip
c64	Moonmist (USA)	80	0	c64	./roms/Moonmist (USA).zip
c64	The Muncher (Europe)	80	0	c64	./roms/Muncher Eats Chewits, The (Europe).zip
c64	NARC (Europe)	80	0	c64	./roms/NARC (Europe).zip
c64	Olympic Skier (Europe)	80	0	c64	./roms/Olympic Skier (Europe).zip
c64	Pac-Mania (Europe)	80	0	c64	./roms/Pac-Mania (Europe).zip
c64	Pesky Painter (Europe)	80	0	c64	./roms/Pesky Painter (Europe).zip
c64	Ping-Pong (Imagine + Konami) (Europe)	80	0	c64	./roms/Ping-Pong (Imagine + Konami) (Europe).zip
c64	Pirates! (USA)	80	0	c64	./roms/Pirates! (USA).zip
c64	Quango (Europe)	80	0	c64	./roms/Quango (Europe).zip
c64	Rad Ramp Racer (Europe)	80	0	c64	./roms/Rad Ramp Racer (Europe).zip
c64	Raid On Bungeling Bay (USA)	80	0	c64	./roms/Raid on Bungeling Bay (USA).zip
c64	Reckless Rufus (Europe)	80	0	c64	./roms/Reckless Rufus (Europe).zip
c64	Return of the Space Warrior (Europe)	80	0	c64	./roms/Return of the Space Warriors (Europe).zip
c64	Sanxion (Europe)	80	0	c64	./roms/Sanxion (Europe).zip
c64	Scooby-doo And Scrappy-doo (Europe)	80	0	c64	./roms/Scooby and Scrappy Doo (Europe).zip
c64	Shogun (Europe)	80	0	c64	./roms/Shogun (Europe).zip
c64	The Simpsons : Bart vs the Space Mutants (Europe)	80	0	c64	./roms/Simpsons, The - Bart vs. the Space Mutants (Europe).zip
c64	Super Skramble! (Europe)	80	0	c64	./roms/Super Skramble! (Europe).zip
c64	Tales of the Arabian Nights (Europe)	80	0	c64	./roms/Tales of the Arabian Nights (Europe).zip
c64	Thrust (Europe)	80	0	c64	./roms/Thrust (Europe).zip
c64	Tigers in the Snow (USA)	80	0	c64	./roms/Tigers in the Snow (USA).zip
c64	The Trap Door (Europe)	80	0	c64	./roms/Trap Door, The (Europe).zip
c64	Trollie Wallie (Europe)	80	0	c64	./roms/Trollie Wallie (Europe).zip
c64	Vultures (USA)	80	0	c64	./roms/Vultures (USA).zip
c64	Warhawk (Europe)	80	0	c64	./roms/Warhawk (Europe).zip
c64	Welltris (France)	80	0	c64	./roms/Welltris (France).zip
c64	Where In The World Is Carmen Sandiego (USA)	80	0	c64	./roms/Where in the World is Carmen Sandiego (USA).zip
c64	Widow's Revenge (USA)	80	0	c64	./roms/Widow's Revenge (USA).zip
c64	Wings of Fury (USA)	80	0	c64	./roms/Wings of Fury (USA).zip
c64	Wolfman (Europe)	80	0	c64	./roms/Wolfman (Europe).zip
c64	World Games (USA)	80	0	c64	./roms/World Games (USA).zip
c64	World Karate Championship (USA)	80	0	c64	./roms/World Karate Championship (USA).zip
c64	Xerons (Europe)	80	0	c64	./roms/Xerons (Europe).zip
c64	Zim Sala Bim (Europe)	80	0	c64	./roms/Zim Sala Bim (Europe).zip
c64	Zone Ranger (USA)	80	0	c64	./roms/Zone Ranger (USA).zip
c64	007 : Licence to Kill (Europe)	80	0	c64	./roms/Licence to Kill (Europe).zip
colecovision	Q*bert's Qubes (USA)	80	0	colecovision	./roms/Q-bert II (USA).zip
colecovision	Defender (USA)	80	0	colecovision	./roms/Defender (USA).zip
colecovision	Lady Bug (USA, Europe)	80	0	colecovision	./roms/Lady Bug (USA, Europe).zip
colecovision	Popeye (USA)	80	0	colecovision	./roms/Popeye (USA).zip
colecovision	Turbo (USA, Europe)	80	0	colecovision	./roms/Turbo (USA, Europe).zip
colecovision	Zaxxon (USA, Europe)	80	0	colecovision	./roms/Zaxxon (USA, Europe).zip
colecovision	Ken Uston Blackjack-Poker (USA, Europe)	80	0	colecovision	./roms/Ken Uston's Blackjack-Poker (USA, Europe).zip
colecovision	Q*bert (USA)	80	0	colecovision	./roms/Q-bert (USA).zip
colecovision	Donkey Kong Junior (USA, Europe)	80	0	colecovision	./roms/Donkey Kong Jr (USA, Europe).zip
colecovision	Pepper II (USA, Europe)	80	0	colecovision	./roms/Pepper II (USA, Europe).zip
colecovision	Pitfall! (USA)	80	0	colecovision	./roms/Pitfall! (USA).zip
colecovision	Cabbage Patch Kids - Adventures in the Park (USA, Europe)	80	0	colecovision	./roms/Cabbage Patch Kids - Adventures in the Park (USA, Europe).zip
colecovision	Carnival (USA, Europe)	80	0	colecovision	./roms/Carnival (USA, Europe).zip
colecovision	Venture (USA, Europe)	80	0	colecovision	./roms/Venture (USA, Europe).zip
dc	The King of Fighters : Evolution (USA)	80	404	dreamcast	./roms/King of Fighters '99 Evolution, The (USA).chd
dc	NBA 2K1 (USA)	80	673	dreamcast	./roms/NBA 2K1 (USA).chd
dc	Resident Evil 3 : Nemesis (USA)	80	817	dreamcast	./roms/Resident Evil 3 - Nemesis (USA).chd
dc	Sega Smash Pack : Volume 1 (USA)	80	434	dreamcast	./roms/Sega Smash Pack Volume 1 (USA).chd
dc	Speed Devils (USA)	80	589	dreamcast	./roms/Speed Devils (USA).chd
dc	Test Drive V-Rally (USA)	80	847	dreamcast	./roms/Test Drive V-Rally (USA).chd
dc	Tomb Raider : The Last Revelation (USA)	80	636	dreamcast	./roms/Tomb Raider - The Last Revelation (USA).chd
dc	Ultimate Fighting Championship (USA)	80	990	dreamcast	./roms/Ultimate Fighting Championship (USA).chd
dc	Unreal Tournament (USA)	80	782	dreamcast	./roms/Unreal Tournament (USA).chd
dc	Virtua Cop 2 (Japan)	80	347	dreamcast	./roms/Virtua Cop 2 (Japan).chd
dc	Virtua Striker 2 (USA)	80	170	dreamcast	./roms/Virtua Striker 2 (USA).chd
dc	WWF Royal Rumble (USA)	80	208	dreamcast	./roms/WWF Royal Rumble (USA).chd
dc	Advanced Daisenryaku 2001 (Japan)	80	805	dreamcast	./roms/Advanced Daisenryaku 2001 (Japan).cdi
dc	Bangai-O (USA)	80	447	dreamcast	./roms/Bangai-O (USA).chd
dc	Cannon Spike (USA)	80	187	dreamcast	./roms/Cannon Spike (USA).chd
dc	Capcom vs. SNK (USA)	80	990	dreamcast	./roms/Capcom vs. SNK (USA).chd
dc	Capcom vs. SNK : Millennium Fight 2000 Pro (Japan)	80	982	dreamcast	./roms/Capcom vs. SNK - Millennium Fight 2000 Pro (Japan).chd
dc	Capcom vs. SNK 2 : Millionaire Fighting 2001 (Japan)	80	177	dreamcast	./roms/Capcom vs. SNK 2 Fan Disc (Japan).cdi
dc	Cool Cool Toon (Japan)	80	791	dreamcast	./roms/Cool Cool Toon (Japan).cdi
dc	D-2 (USA) (Disc 2)	80	841	dreamcast	./roms/D2 (USA) (Disc 2).chd
dc	Deep Fighter (USA) (Disc 1)	80	531	dreamcast	./roms/Deep Fighter (USA) (Disc 1).chd
dc	Elemental Gimmick Gear (USA)	80	591	dreamcast	./roms/EGG - Elemental Gimmick Gear (USA).chd
dc	Evolution 2 : Far Off Promise (USA)	80	582	dreamcast	./roms/Evolution 2 - Far Off Promise (USA).chd
dc	Guilty Gear X (Japan)	80	1059	dreamcast	./roms/Guilty Gear X (Japan).chd
dc	Headhunter (Europe) (Disc 1)	80	886	dreamcast	./roms/Headhunter (Europe) (Disc 1).chd
dc	Legacy of Kain : Soul Reaver (USA)	80	430	dreamcast	./roms/Legacy of Kain - Soul Reaver (USA).chd
dc	Marvel vs. Capcom : Clash of Super Heroes (USA)	80	371	dreamcast	./roms/Marvel vs. Capcom (USA).chd
