what	file	became
renamed	gbc/Carmageddon.gbc	gbc/Carmageddon - Carpocalypse Now (USA, Europe) (En,Fr,Es,It).gbc
renamed	gbc/Lucky Luke - Desperado Train (Europe).gbc	gbc/Lucky Luke - Desperado Train (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Matchbox Emergency Patrol (USA).gbc	gbc/Matchbox Emergency Patrol (USA, Europe).gbc
renamed	gbc/Hello Kitty's Cube Frenzy (USA).gbc	gbc/Hello Kitty's Cube Frenzy (USA) (GB Compatible).gbc
renamed	gbc/Tyco RC - Racin' Ratz (USA).gbc	gbc/Racin' Ratz (USA).gbc
renamed	gbc/International Superstar Soccer 99.gbc	gbc/International Superstar Soccer 99 (Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Ultimate Paint Ball (USA, Europe).gbc	gbc/Ultimate Paintball (USA, Europe).gbc
renamed	gbc/Snoopy Tennis (USA).gbc	gbc/Snoopy Tennis (USA) (En,Fr,Es).gbc
renamed	gbc/Powerpuff Girls, The - Battle Him (USA) (Rev A).gbc	gbc/Powerpuff Girls, The - Battle Him (USA) (Rev 1).gbc
renamed	gbc/Gobs of Games.gbc	gbc/Gobs of Games (USA) (En,Fr,De).gbc
renamed	gbc/O'Leary Manager 2000 (Europe).gbc	gbc/O'Leary Manager 2000 (Europe) (En,Fr,De,Es,It,Nl,Ca).gbc
renamed	gbc/Klax (USA).gbc	gbc/Klax (USA, Europe).gbc
renamed	gbc/Planet of the Apes (USA).gbc	gbc/Planet of the Apes (USA) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Mission Impossible.gbc	gbc/Mission - Impossible (USA) (En,Fr,Es).gbc
renamed	gbc/All-Star Tennis 2000.gbc	gbc/All Star Tennis 2000 (Europe) (AZTP) (GB Compatible).gbc
renamed	gbc/Turok 2 - Seeds of Evil (USA, Europe).gbc	gbc/Turok 2 - Seeds of Evil (USA, Europe) (En,Fr,De,Es) (GB Compatible).gbc
renamed	gbc/Barbie - Pet Rescue.gbc	gbc/Barbie - Pet Rescue (USA).gbc
renamed	gbc/Test Drive 6 (USA).gbc	gbc/Test Drive 6 (USA) (GB Compatible).gbc
renamed	gbc/Millenium Winter Sports.gbc	gbc/Millennium Winter Sports (USA).gbc
renamed	gbc/Dogz - Your Virtual Petz Palz (USA).gbc	gbc/Dogz (USA).gbc
renamed	gbc/Black Bass-Lure Fishing.gbc	gbc/Black Bass - Lure Fishing (USA, Europe) (GB Compatible).gbc
renamed	gbc/Dragon's Lair (USA, Europe).gbc	gbc/Dragon's Lair (USA, Europe) (En,Ja,Fr,De,Es,Zh).gbc
renamed	gbc/Jim Henson's Muppets.gbc	gbc/Jim Henson's Muppets (USA).gbc
renamed	gbc/Austin Powers-Welcome to My Underground Lair.gbc	gbc/Austin Powers - Welcome to My Underground Lair! (USA).gbc
renamed	gbc/Hercules - The Legendary Journeys (Europe).gbc	gbc/Hercules - The Legendary Journeys (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Looney Tunes - Twouble! (USA).gbc	gbc/Looney Tunes - Twouble! (USA) (En,Fr,Es) (GB Compatible).gbc
renamed	gbc/Noddy and the Birthday Party (Europe).gbc	gbc/Noddy and the Birthday Party (Europe) (En,Fr,De,Es).gbc
renamed	gbc/Shamus (USA, Europe).gbc	gbc/Shamus (USA, Europe) (GB Compatible).gbc
renamed	gbc/Nations, The - Land of Legends (Europe).gbc	gbc/Nations, The - Land of Legends (Europe) (En,De).gbc
renamed	gbc/NBA Jam 2001.gbc	gbc/NBA Jam 2001 (USA, Europe).gbc
renamed	gbc/Konami GB Collection Vol.1 (Europe).gbc	gbc/Konami GB Collection Vol.1 (Europe) (GB Compatible).gbc
renamed	gbc/Space Invaders (USA).gbc	gbc/Space Invaders (USA, Europe) (GB Compatible).gbc
renamed	gbc/Bass Masters Classic.gbc	gbc/Bass Masters Classic (USA, Europe) (GB Compatible).gbc
renamed	gbc/Fish Files, The (Europe).gbc	gbc/Fish Files, The (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Arthur's Absolutely Fun Day!.gbc	gbc/Arthur's Absolutely Fun Day! (USA).gbc
renamed	gbc/Barbie Magic Genie.gbc	gbc/Barbie - Magic Genie Adventure (USA).gbc
renamed	gbc/Rip-Tide Racer (Europe).gbc	gbc/Rip-Tide Racer (Europe) (En,Fr,De,Es,It) (GB Compatible).gbc
renamed	gbc/Bomberman Quest (USA).gbc	gbc/Bomberman Quest (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Tony Hawk's Pro Skater 3 (USA).gbc	gbc/Tony Hawk's Pro Skater 3 (USA, Europe).gbc
renamed	gbc/Grand Theft Auto (USA).gbc	gbc/Grand Theft Auto (USA) (GB Compatible).gbc
renamed	gbc/Bugs Bunny-Crazy Castle 4.gbc	gbc/Bugs Bunny in - Crazy Castle 4 (USA).gbc
renamed	gbc/Mega Man Xtreme (USA).gbc	gbc/Mega Man Xtreme (USA, Europe) (GB Compatible).gbc
renamed	gbc/Legend of Zelda, The - Oracle of Seasons (USA).gbc	gbc/Legend of Zelda, The - Oracle of Seasons (USA, Australia).gbc
renamed	gbc/Mickey's Speedway USA.gbc	gbc/Mickey's Speedway USA (USA, Europe) (En,Fr,De,Es).gbc
renamed	gbc/Legend of Zelda, The - Oracle of Ages (USA).gbc	gbc/Legend of Zelda, The - Oracle of Ages (USA, Australia).gbc
renamed	gbc/NASCAR Challenge (USA).gbc	gbc/NASCAR Challenge (USA) (Rumble Version).gbc
renamed	gbc/Pocket Soccer (Europe).gbc	gbc/Pocket Soccer (Europe) (En,Fr,De,Es,It,Pt).gbc
renamed	gbc/Tweenies - Doodles' Bones (Europe).gbc	gbc/Tweenies - Doodles' Bones (Europe) (En,De,Es,It).gbc
renamed	gbc/Army Men Sarge's Heroes 2.gbc	gbc/Army Men - Sarge's Heroes 2 (USA, Europe) (En,Fr,De).gbc
renamed	gbc/Dragon Warrior I & II (USA).gbc	gbc/Dragon Warrior I & II (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Dinosaur'us (Europe).gbc	gbc/Dinosaur'us (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Monsters, Inc. (USA).gbc	gbc/Monsters, Inc. (USA, Europe).gbc
renamed	gbc/Harvest Moon GB (USA).gbc	gbc/Harvest Moon GBC (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/VIP (USA, Europe).gbc	gbc/VIP (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Marvin Strikes Back.gbc	gbc/Marvin Strikes Back! (USA) (En,Fr,Es).gbc
renamed	gbc/FIFA 2000 (USA, Europe).gbc	gbc/FIFA 2000 (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Las Vegas Cool Hand (USA).gbc	gbc/Las Vegas Cool Hand (USA) (GB Compatible).gbc
renamed	gbc/International Track & Field.gbc	gbc/International Track & Field (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Shanghai Pocket (USA, Europe) (Rev A).gbc	gbc/Shanghai Pocket (Europe) (Rev 1) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Titus the Fox to Marrakech and Back (USA).gbc	gbc/Titus the Fox (USA) (GB Compatible).gbc
renamed	gbc/Dragon Dance (USA).gbc	gbc/Dragon Dance (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	wonderswancolor/Digimon - Anode Tamer & Cathode Tamer (Asia).wsc	wonderswancolor/Digimon - Anode Tamer & Cathode Tamer - Veedramon Version (Hong Kong) (En).wsc
renamed	wonderswancolor/Kinnikuman IIsei - Dream Tag Match (Japan).wsc	wonderswancolor/Kinnikuman II-Sei - Dream Tag Match (Japan).wsc
renamed	wonderswancolor/Digimon Tamers - Battle Spirit (Japan) (En,Ja).wsc	wonderswancolor/Digimon Tamers - Battle Spirit (Japan, Korea) (En,Ja).wsc
renamed	wonderswancolor/Battle Spirit - Digimon Frontier (Japan).wsc	wonderswancolor/Battle Spirit - Digimon Frontier (Japan) (Rev 1).wsc
renamed	wonderswancolor/Kinnikuman IIsei - Choujin Seisenshi (Japan).wsc	wonderswancolor/Kinnikuman II-Sei - Choujin Seisenshi (Japan).wsc
renamed	wonderswancolor/Sorobang (Japan).wsc	wonderswancolor/Sorobang (Japan) (Rev 1).wsc
renamed	wonderswancolor/Kurupara! (Japan).wsc	wonderswancolor/Kurupara! (Japan) (Rev 1).wsc
renamed	gb/World Ice Hockey (Japan).gb	gb/World Ice Hockey (Japan) (En).gb
renamed	gb/Star Trek Generations - Beyond the Nexus (USA).gb	gb/Star Trek Generations - Beyond the Nexus (USA) (SGB Enhanced).gb
renamed	gb/Parasol Stars (Europe).gb	gb/Parasol Stars - Rainbow Islands II (Europe).gb
renamed	gb/The Addams Family-Pugsley's Scavenger Hunt.gb	gb/Addams Family, The - Pugsley's Scavenger Hunt (USA, Europe).gb
renamed	gb/Yogi Bear in Yogi Bear's Goldrush (USA).gb	gb/Yogi Bear's Gold Rush (USA).gb
renamed	gb/Kirby's Block Ball (USA, Europe).gb	gb/Kirby's Block Ball (USA, Europe) (SGB Enhanced).gb
renamed	gb/Tale Spin.gb	gb/TaleSpin (USA).gb
renamed	gb/Skate or Die-Bad 'N Rad.gb	gb/Skate or Die - Bad 'N Rad (Europe).gb
renamed	gb/Animaniacs (USA).gb	gb/Animaniacs (USA) (SGB Enhanced).gb
renamed	gb/Attack of the Killer Tomatoes.gb	gb/Attack of the Killer Tomatoes (USA, Europe).gb
renamed	gb/Taz-Mania 2.gb	gb/Taz-Mania 2 (USA).gb
renamed	gb/R-Type.gb	gb/R-Type (USA, Europe).gb
renamed	gb/Bill and Ted's Excellent GB Adventure.gb	gb/Bill & Ted's Excellent Game Boy Adventure - A Bogus Journey! (USA, Europe).gb
renamed	gb/The Jetsons.gb	gb/Jetsons, The - Robot Panic (USA, Europe).gb
renamed	gb/Mole Mania (USA, Europe).zip	gb/Mole Mania (USA, Europe) (SGB Enhanced).zip
renamed	gb/Faceball 2000.gb	gb/Faceball 2000 (USA).gb
renamed	gb/Cool Spot.gb	gb/Cool Spot (USA).gb
renamed	gb/Maui Mallard (USA).gb	gb/Maui Mallard in Cold Shadow (USA).gb
renamed	gb/Renju Club - Gomoku Narabe (Japan).gb	gb/Renju Club - Gomoku Narabe (Japan) (SGB Enhanced).gb
renamed	gb/Karamuchou no Daijiken (Japan).gb	gb/Karamuchou no Daijiken (Japan) (SGB Enhanced).gb
renamed	gb/NBA All Star Challenge 2.gb	gb/NBA All-Star Challenge 2 (USA, Europe).gb
renamed	gb/Madden '97.gb	gb/Madden 97 (USA) (SGB Enhanced).gb
renamed	gb/King of Fighters '95, The (USA).gb	gb/King of Fighters '95, The (USA) (SGB Enhanced).gb
renamed	gb/Amazing Penguin.gb	gb/Amazing Penguin (USA, Europe).gb
renamed	gb/Pocahontas.gb	gb/Pocahontas (USA, Europe) (SGB Enhanced).gb
renamed	gb/Spiritual Warfare (USA) (Unl).gb	gb/Spiritual Warfare (USA).gb
renamed	gb/Bubble Bobble.gb	gb/Bubble Bobble (USA, Europe).gb
renamed	gb/Pokemon - Blue Version (USA, Europe).gb	gb/Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb
renamed	gb/Arcade Classic No. 1 - Asteroids & Missile Command (USA, Europe).gb	gb/Arcade Classic No. 1 - Asteroids & Missile Command (USA, Europe) (SGB Enhanced).gb
renamed	gb/V-Rally - Championship Edition (Europe).gb	gb/V-Rally - Championship Edition (Europe) (En,Fr,De).gb
renamed	gb/Vegas Stakes (USA, Europe).gb	gb/Vegas Stakes (USA, Europe) (SGB Enhanced).gb
renamed	gb/PGA Tour '96 (USA, Europe).gb	gb/PGA Tour 96 (USA, Europe) (SGB Enhanced).gb
renamed	gb/Bubsy 2.gb	gb/Bubsy II (Europe).gb
renamed	gb/FIFA Soccer '98.gb	gb/FIFA - Road to the World Cup '98 (USA, Europe).gb
renamed	gb/Urban Strike (USA, Europe).gb	gb/Urban Strike (USA, Europe) (SGB Enhanced).gb
renamed	gb/Looney Tunes.gb	gb/Looney Tunes (USA, Europe).gb
renamed	gb/Contra Fidgetts.gb	gb/Fidgetts, The (USA, Europe) (En,Fr,De,Es,It,Nl,Sv).gb
renamed	gb/Heavyweight Championship Boxing.gb	gb/Heavyweight Championship Boxing (USA).gb
renamed	gb/Xenon 2 - Megablast (USA, Europe).gb	gb/Xenon 2 (USA, Europe).gb
renamed	gb/Donkey Kong Land 3.gb	gb/Donkey Kong Land III (USA, Europe) (SGB Enhanced).gb
renamed	gb/WCW Main Event.gb	gb/WCW - The Main Event (USA, Europe).gb
renamed	gb/Arcade Classics - Battlezone & Super Breakout (USA, Europe).gb	gb/Arcade Classics - Super Breakout & Battlezone (USA, Europe) (SGB Enhanced).gb
renamed	gb/Track & Field.gb	gb/Track & Field (USA, Europe).gb
renamed	gb/Kirby's Dream Land 2 (USA, Europe).gb	gb/Kirby's Dream Land 2 (USA, Europe) (SGB Enhanced).gb
renamed	gb/Joe & Mac.gb	gb/Joe & Mac (USA).gb
renamed	gb/Pac-Attack (USA).gb	gb/Pac-Attack (USA) (SGB Enhanced).gb
renamed	gb/Darkman.gb	gb/Darkman (USA, Europe).gb
renamed	gb/RoboCop 2 (USA).gb	gb/RoboCop 2 (USA, Europe).gb
renamed	gb/Centipede.gb	gb/Centipede (USA) (Majesco).gb
renamed	gb/Caesars Palace.gb	gb/Caesars Palace (USA) (Rev 1).gb
renamed	gb/Hyper Black Bass '95 (Japan).gb	gb/Hyper Black Bass '95 (Japan) (En,Ja).gb
renamed	gb/Pokemon - Red Version (USA, Europe).gb	gb/Pokemon - Red Version (USA, Europe) (SGB Enhanced).gb
renamed	gb/Elevator Action.gb	gb/Elevator Action (USA, Europe).gb
renamed	gb/The Battle of Olympus.gb	gb/Battle of Olympus, The (Europe) (En,Fr,De,Es,It).gb
renamed	gb/Beetlejuice.gb	gb/Beetlejuice (USA).gb
renamed	gb/Atomic Punk.gb	gb/Atomic Punk (USA).gb
renamed	gb/Jeopardy!-Sports Edition.gb	gb/Jeopardy! - Sports Edition (USA).gb
renamed	gb/Mickey's Chase (USA).gb	gb/Mickey's Dangerous Chase (USA).gb
renamed	gb/Spot (USA).gb	gb/Spot - The Video Game (USA).gb
renamed	gb/Roadster (Japan).gb	gb/Roadster (Japan) (En).gb
renamed	gb/Aladdin (USA).gb	gb/Aladdin (USA) (SGB Enhanced).gb
renamed	gb/Donkey Kong Land 2.gb	gb/Donkey Kong Land 2 (USA, Europe) (SGB Enhanced).gb
renamed	gb/Castelian.gb	gb/Castelian (USA).gb
renamed	gb/RoboCop (USA, Europe) (Rev A).gb	gb/RoboCop (USA, Europe) (Rev 1).gb
renamed	gb/Hit the Ice.gb	gb/Hit the Ice - VHL - The Official Video Hockey League (USA, Europe).gb
renamed	gb/World Cup USA '94 (Europe).gb	gb/World Cup USA 94 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv).gb
renamed	gb/Small Soldiers.gb	gb/Small Soldiers (USA, Europe) (SGB Enhanced).gb
renamed	gb/Mulan (USA, Europe).gb	gb/Mulan (Europe) (SGB Enhanced).gb
renamed	gb/Dragon Heart.gb	gb/DragonHeart (USA, Europe).gb
renamed	gb/Altered Space.gb	gb/Altered Space - A 3-D Alien Adventure (USA).gb
renamed	gb/Sports Illustrated - Golf Classic (USA).gb	gb/Sports Illustrated - Golf Classic (USA) (SGB Enhanced).gb
renamed	gb/The Addams Family.gb	gb/Addams Family, The (USA).gb
renamed	gb/The Little Mermaid.gb	gb/Little Mermaid, The (Europe).gb
renamed	gb/Klax (USA).gb	gb/Klax (USA) (Mindscape).gb
renamed	gb/Battle Unit Zeoth.gb	gb/Battle Unit Zeoth (USA, Europe).gb
renamed	gb/Rock'n! Monster!! (Japan).gb	gb/Rock'n! Monster!! (Japan) (SGB Enhanced).gb
renamed	gb/Who Framed Roger Rabbit.gb	gb/Who Framed Roger Rabbit (USA).gb
renamed	gb/Star Sweep (Japan).gb	gb/Star Sweep (Japan) (SGB Enhanced).gb
renamed	gb/Madden '96.gb	gb/Madden 96 (USA, Europe) (SGB Enhanced).gb
renamed	gb/Samurai Shodown.gb	gb/Samurai Shodown (USA, Europe) (SGB Enhanced).gb
renamed	gb/Tecmo Bowl.gb	gb/Tecmo Bowl (USA).gb
renamed	gb/Maus, Die (Europe).gb	gb/Maus, Die (Europe) (En,Fr,De,Es).gb
renamed	gb/Fastest Lap.gb	gb/Fastest Lap (Japan) (En).gb
renamed	gb/Casper.gb	gb/Casper (Europe).gb
renamed	gb/Bill Elliott's NASCAR Fast Track.gb	gb/Bill Elliott's NASCAR Fast Tracks (USA).gb
renamed	gb/FIFA Soccer '96.gb	gb/FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).gb
renamed	gb/Avenging Spirit.gb	gb/Avenging Spirit (USA, Europe).gb
renamed	gb/Rod Land (Europe).gb	gb/Rodland (Europe).gb
renamed	gb/The Simpsons-Krusty's Funhouse.gb	gb/Krusty's Fun House (USA, Europe).gb
renamed	gb/Little Indian in Big City.gb	gb/Indien dans la Ville, Un (Europe) (SGB Enhanced).gb
renamed	gb/Collection Pocket (Japan).gb	gb/Collection Pocket (Japan) (SGB Enhanced).gb
renamed	gb/Micro Machines.gb	gb/Micro Machines (USA, Europe).gb
renamed	gb/Bust-a-Move 2.gb	gb/Bust-A-Move 2 - Arcade Edition (USA, Europe).gb
renamed	gb/World Cup 98 (USA, Europe).gb	gb/World Cup 98 (USA, Europe) (SGB Enhanced).gb
renamed	gb/Cool World.gb	gb/Cool World (USA, Europe).gb
renamed	gb/Dr Franken 2.gb	gb/Dr. Franken II (USA, Europe) (En,Fr,De,Es,It,Nl,Sv).gb
renamed	gb/Battle Arena Toshinden (USA).gb	gb/Battle Arena Toshinden (USA) (SGB Enhanced).gb
renamed	gb/Burai Fighter Deluxe.gb	gb/Burai Fighter Deluxe (USA, Europe).gb
renamed	gb/The Simpsons-Bart vs the Juggernauts.gb	gb/Simpsons, The - Bart vs. the Juggernauts (USA, Europe).gb
renamed	gb/R-Type 2.gb	gb/R-Type II (Europe).gb
renamed	gb/Bionic Battler.gb	gb/Bionic Battler (USA).gb
renamed	gb/Dick Tracy.gb	gb/Dick Tracy (USA).gb
renamed	gb/RoboCop vs. The Terminator (USA).gb	gb/RoboCop Versus The Terminator (USA).gb
renamed	gb/Tokyo Disneyland - Mickey no Cinderella-jou Mystery Tour (Japan).gb	gb/Tokyo Disneyland - Mickey no Cinderella-jou Mystery Tour (Japan) (SGB Enhanced).gb
renamed	gb/Ultraman Chou Toushi Gekiden (Japan).gb	gb/Ultraman Chou Toushi Gekiden (Japan) (SGB Enhanced).gb
renamed	gb/Pokonyan! - Yume no Daibouken (Japan).gb	gb/Pokonyan! - Yume no Daibouken (Japan) (SGB Enhanced).gb
renamed	gb/Daedalean Opus.gb	gb/Daedalian Opus (USA).gb
renamed	gb/After Burst (Japan).gb	gb/After Burst (Japan) (En).gb
renamed	gb/Yuu Yuu Hakusho Dai-2-dan - Ankoku Bujutsukai (Japan).gb	gb/Yu Yu Hakusho Dai-2-dan - Ankoku Bujutsukai Hen (Japan).gb
renamed	gb/Namco Gallery Vol.2 (Japan).gb	gb/Namco Gallery Vol.2 (Japan) (SGB Enhanced).gb
renamed	gb/Casino Funpak.gb	gb/Casino FunPak (USA, Europe).gb
renamed	gb/Space Invaders (USA).gb	gb/Space Invaders (USA) (SGB Enhanced).gb
renamed	gb/Mickey Mouse IV (Japan).gb	gb/Mickey Mouse IV - Mahou no Labyrinth (Japan) (En).gb
renamed	gb/Pac-In-Time (USA).gb	gb/Pac-In-Time (Europe) (SGB Enhanced).gb
renamed	gb/Ace Striker.gb	gb/Takeda Nobuhiro no Ace Striker (Japan).gb
renamed	gb/Ninja Boy 2.gb	gb/Ninja Boy 2 (USA, Europe).gb
renamed	gb/Tiny Toon Adventures - Montana's Movie Madness (USA, Europe).gb	gb/Tiny Toon Adventures 2 - Montana's Movie Madness (USA, Europe).gb
renamed	gb/NHL Hockey 96.gb	gb/NHL 96 (USA, Europe) (SGB Enhanced).gb
renamed	gb/Brain Drain (USA).gb	gb/Brain Drain (USA) (SGB Enhanced).gb
renamed	gb/Asteroids.gb	gb/Asteroids (USA, Europe).gb
renamed	gb/Titus the Fox to Marrakech and Back (USA, Europe).gb	gb/Titus the Fox (USA, Europe).gb
renamed	gb/Daffy Duck-The Marvin Missions.gb	gb/Daffy Duck (Europe).gb
renamed	gb/Pokemon - Yellow Version - Special Pikachu Edition (USA, Europe).gb	gb/Pokemon - Yellow Version - Special Pikachu Edition (USA, Europe) (CGB+SGB Enhanced).gb
renamed	gb/Mortal Kombat 3 (USA).gb	gb/Mortal Kombat 3 (USA, Europe).gb
renamed	gb/Sneaky Snakes.gb	gb/Sneaky Snakes (USA, Europe).gb
renamed	gb/NFL Quarterback Club (1993).gb	gb/NFL Quarterback Club (USA, Europe).gb
renamed	gb/Killer Instinct (USA, Europe).gb	gb/Killer Instinct (USA, Europe) (SGB Enhanced).gb
renamed	gb/Wave Race.gb	gb/Wave Race (USA, Europe).gb
renamed	gb/Castlevania Adventure, The (USA).gb	gb/Castlevania - The Adventure (USA).gb
renamed	gb/Hunchback of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games (USA, Europe).gb	gb/Hunchback of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games (USA, Europe) (SGB Enhanced).gb
renamed	gb/Donkey Kong.gb	gb/Donkey Kong (World) (Rev 1) (SGB Enhanced).gb
renamed	gb/Yuu Yuu Hakusho Dai-3-Dan - Makai no Tobira Hen (Japan).gb	gb/Yu Yu Hakusho Dai-3-dan - Makai no Tobira Hen (Japan).gb
renamed	gb/Uno 2 - Small World (Japan).gb	gb/Uno 2 - Small World (Japan) (SGB Enhanced).gb
renamed	gb/Ninja Boy.gb	gb/Ninja Boy (USA, Europe).gb
renamed	gb/Football International.gb	gb/Football International (Europe).gb
renamed	gb/Gradius-The Interstellar Assault.gb	gb/Gradius - The Interstellar Assault (USA).gb
renamed	gb/NBA Live 96.gb	gb/NBA Live 96 (USA, Europe) (SGB Enhanced).gb
renamed	gb/The Getaway.gb	gb/Getaway, The - High Speed II (USA).gb
renamed	gb/Race Days (USA).gb	gb/Race Days (Europe).gb
renamed	gb/Game & Watch Gallery (USA).zip	gb/Game & Watch Gallery (USA) (Rev 1) (SGB Enhanced).zip
renamed	gb/Jungle Strike (USA, Europe).gb	gb/Jungle Strike (Europe).gb
renamed	gb/Hal Wrestling.gb	gb/HAL Wrestling (USA) (Beta).gb
renamed	gb/Catrap.gb	gb/Catrap (USA).gb
renamed	gb/Amida (Japan).gb	gb/Amida (Japan) (En).gb
renamed	gb/Super Star Wars - Return of the Jedi (USA, Europe).gb	gb/Super Star Wars - Return of the Jedi (USA, Europe) (SGB Enhanced).gb
renamed	gb/WildSnake.gb	gb/Wild Snake (USA) (SGB Enhanced).gb
renamed	gb/Cosmo Tank.gb	gb/Cosmo Tank (USA).gb
renamed	gb/Super Street Basketball (Japan).gb	gb/Super Street Basketball (Japan) (En).gb
renamed	gb/Final Reverse (Japan).gb	gb/Final Reverse (Japan) (En).gb
renamed	gb/Bust-a-Move 3.gb	gb/Bust-A-Move 3 DX (Europe).gb
renamed	gb/Adventures of Lolo (Europe).gb	gb/Adventures of Lolo (Europe) (SGB Enhanced).gb
renamed	gb/Contra - The Alien Wars (USA).gb	gb/Contra - The Alien Wars (USA) (SGB Enhanced).gb
renamed	gb/Wario Blast.gb	gb/Wario Blast Featuring Bomberman! (USA, Europe) (SGB Enhanced).gb
renamed	gb/Mighty Morphin Power Rangers.gb	gb/Mighty Morphin Power Rangers (USA, Europe) (SGB Enhanced).gb
renamed	gb/Elite Soccer.gb	gb/Elite Soccer (USA) (SGB Enhanced).gb
renamed	gb/Dennis the Menace.gb	gb/Dennis the Menace (USA).gb
renamed	gb/Popeye (Japan).gb	gb/Popeye (Japan) (En).gb
renamed	gb/Bonk's Revenge (USA).gb	gb/Bonk's Revenge (USA) (SGB Enhanced).gb
renamed	gb/Legend of Zelda, The - Link's Awakening (USA, Europe).gb	gb/Legend of Zelda, The - Link's Awakening (USA, Europe) (Rev 2).gb
renamed	gb/PGA European Tour (USA, Europe).gb	gb/PGA European Tour (USA, Europe) (SGB Enhanced).gb
renamed	gb/Hercules.gb	gb/Hercules (USA, Europe) (SGB Enhanced).gb
renamed	gb/Fish Dude.gb	gb/Fish Dude (USA).gb
renamed	gb/Jeopardy!-Teen Tournament.gb	gb/Jeopardy! - Teen Tournament (USA) (SGB Enhanced).gb
renamed	gb/Kaijuu Ou Godzilla (Japan).gb	gb/Kaijuu Ou Gojira (Japan).gb
renamed	gb/Reservoir Rat (Europe).gb	gb/Reservoir Rat (Europe) (En,Fr,De,Es,It).gb
renamed	gb/The Blues Brothers-Jukebox Adventure.gb	gb/Blues Brothers, The - Jukebox Adventure (Europe).gb
renamed	gb/Monopoly.gb	gb/Monopoly (USA).gb
renamed	gb/The Smurfs 3.gb	gb/Smurfs Nightmare, The (Europe) (En,Fr,De,Es).gb
renamed	gb/True Lies.gb	gb/True Lies (USA, Europe).gb
renamed	gb/The Lion King.gb	gb/Lion King, The (Europe).gb
renamed	gb/Frank Thomas' Big Hurt Baseball.gb	gb/Frank Thomas Big Hurt Baseball (USA, Europe).gb
renamed	gb/Bionic Commando.gb	gb/Bionic Commando (USA).gb
renamed	gb/Blaster Master Boy.gb	gb/Blaster Master Boy (USA).gb
renamed	gb/Beethoven's 2nd.gb	gb/Beethoven (Europe) (SGB Enhanced).gb
renamed	gb/Snow Bros Jr..gb	gb/Snow Brothers (USA).gb
renamed	gb/Prince of Persia.gb	gb/Prince of Persia (USA).gb
renamed	gb/International Superstar Soccer (USA, Europe).gb	gb/International Superstar Soccer (USA, Europe) (SGB Enhanced).gb
renamed	gb/Super Connard (Europe) (Unl).gb	gb/Super Connard (World) (Fr) (Digital).gb
renamed	gb/Monster Truck Wars.gb	gb/Monster Truck Wars (USA, Europe).gb
renamed	gb/Blodia (Japan).gb	gb/Blodia (Japan) (En).gb
renamed	gb/Hugo (Europe).gb	gb/Hugo (Europe) (SGB Enhanced).gb
renamed	gb/Jeopardy.gb	gb/Jeopardy! (USA).gb
renamed	gb/NBA Jam Tournament Edition.gb	gb/NBA Jam - Tournament Edition (USA, Europe).gb
renamed	gb/Jeep Jamboree.gb	gb/Jeep Jamboree - Off-Road Adventure (USA).gb
renamed	gb/Darkwing Duck.gb	gb/Darkwing Duck (Europe).gb
renamed	gb/The Flintstones.gb	gb/Flintstones, The (USA, Europe).gb
renamed	gb/Ironman X-O Manowar in Heavy Metal (USA, Europe).gb	gb/Iron Man X-O Manowar in Heavy Metal (USA, Europe) (SGB Enhanced).gb
renamed	gb/NBA Jam.gb	gb/NBA Jam (USA, Europe).gb
renamed	gb/Tintin - Prisoners of the Sun (Europe).gb	gb/Tintin - Prisoners of the Sun (Europe) (En,Fr,De).gb
renamed	gb/Turok-Battle of the Bionosaurs.gb	gb/Turok - Battle of the Bionosaurs (USA, Europe) (En,Fr,De,Es).gb
renamed	gb/Ghostbusters 2.gb	gb/Ghostbusters II (USA, Europe).gb
renamed	gb/NFL Quarterback Club '96.gb	gb/NFL Quarterback Club 96 (USA, Europe).gb
renamed	gb/Loopz.gb	gb/Loopz (World).gb
renamed	gb/Ken Griffey Jr. presents Major League Baseball (USA, Europe).gb	gb/Ken Griffey Jr. Presents Major League Baseball (USA, Europe) (SGB Enhanced).gb
renamed	gb/Star Wars (USA, Europe).gb	gb/Star Wars (USA, Europe) (Rev 1).gb
